Biome,Taxon,TPLName,Family,Reference,Year,Country,Population,Latitude,Longitude,Dry_storage,Setting,Sterilization,Nutrients,Substrate,Container_type,Container_size,Container_number,Number_per_container,Incubation_days,Scarification,Stratification_days,Stratification_temperature,Stratification_type,Stratification,Light,Photoperiod,Alternating,Tdif,Tmax,Tmin,Tmean,Temperature,Germinated,Number_seeds
TBMF,Picea rubens,Picea rubens,Pinaceae,"Butnor, J. R., et al. (2018). ""Ethanol exposure can inhibit red spruce (Picea rubens) seed germination."" Seed Science and Technology 46(2): 259-265.",2016,Canada,"Coy Brook, New Brunswick, Canada",46.016666666666666,-65.01666666666667,Y,Incubator,,,Filter paper,Petri,,1,20,34,N,0,None,None,N,Y,8,Y,10,30,20,23.333333333333332,25,19,20
TBMF,Robinia pseudoacacia,Robinia pseudoacacia,Leguminosae,"Cabra-Rivas, I. and P. Castro-Diez (2016). ""Comparing the Sexual Reproductive Success of Two Exotic Trees Invading Spanish Riparian Forests vs. a Native Reference."" Plos One 11(8): e0160831.",2013,Spain,"Henares River, Spain",40.7,-3.15,N,Incubator,,,,Petri,,15,10,NA,N,0,None,None,N,Y,12,N,0,20.5,20.5,20.5,20,21,150
TBMF,Robinia pseudoacacia,Robinia pseudoacacia,Leguminosae,"Cabra-Rivas, I. and P. Castro-Diez (2016). ""Comparing the Sexual Reproductive Success of Two Exotic Trees Invading Spanish Riparian Forests vs. a Native Reference."" Plos One 11(8): e0160831.",2013,Spain,"Henares River, Spain",40.7,-3.15,N,Incubator,,,,Petri,,15,10,NA,Y,0,None,None,N,Y,12,N,0,20.5,20.5,20.5,20,102,150
TBMF,Pinus taeda,Pinus taeda,Pinaceae,"Cain, M. D. and M. G. Shelton (1998). ""Viability of litter-stored Pinus taeda L seeds after simulated prescribed winter burns."" New Forests 16(1): 1-10.",1993,USA,"Southeastern Arkansas, USA",33.61666666666667,-91.76666666666667,Y,Incubator,,,Sand,Flat,,4,30,30,N,0,None,None,N,Y,10,N,0,21,21,21,20,116,120
TBMF,Rubus argutus,Rubus argutus,Rosaceae,"Cain, M. D. and M. G. Shelton (2003). ""Fire effects on germination of seeds from Rhus and Rubus: competitors to pine during natural regeneration."" New Forests 26(1): 51-64.",2002,USA,"School of Forest Resources, University of Arkansas at Monticello, USA",33.61666666666667,-91.76666666666667,Y,Incubator,,,Sand,Flat,,8,4,30,Y,0,None,None,N,Y,16,N,0,21,21,21,20,23,32
TBMF,Rhus copallinum,Rhus copallinum,Anacardiaceae,"Cain, M. D. and M. G. Shelton (2003). ""Fire effects on germination of seeds from Rhus and Rubus: competitors to pine during natural regeneration."" New Forests 26(1): 51-64.",2002,USA,"School of Forest Resources, University of Arkansas at Monticello, USA",33.61666666666667,-91.76666666666667,Y,Incubator,,,Sand,Flat,,9,15,30,Y,60,4,Cold,Y,Y,16,N,0,21,21,21,20,57,135
TBMF,Quercus falcata,Quercus falcata,Fagaceae,"Cain, M. D. S., M. G. (1998). ""Viability of Litter-Stored Quercus falcata Michx. Acorns After Simulated Prescribed Winter Burns."" International Journal of Wildland Fire 8(4): 199-203.",1996,USA,"School of Forest Resources, University of Arkansas at Monticello, USA",33.61666666666667,-91.76666666666667,Y,Incubator,,,Vermiculite,Flat,20 cm3,12,20,45,N,0,None,None,N,Y,10,N,0,24,24,24,25,222,240
TBMF,Ficus carica,Ficus carica,Moraceae,"Çalişkan, O., et al. (2012). ""Influences of presowing treatments on the germination and emergence of fig seeds (Ficus carica L.)."" Acta Scientiarum. Agronomy 34(3): 293-297.",2009,Turkey,"cv. Bursa Siyahi, University of Mustafa Kemal, Hatay, Turkey",36.333333333333336,36.18333333333333,Y,Incubator,,,Filter paper,Petri,8 cm,3,100,30,N,0,None,None,N,NA,NA,N,0,25,25,25,25,144,300
TBMF,Ficus carica,Ficus carica,Moraceae,"Çalişkan, O., et al. (2012). ""Influences of presowing treatments on the germination and emergence of fig seeds (Ficus carica L.)."" Acta Scientiarum. Agronomy 34(3): 293-297.",2009,Turkey,"cv. Sarilop, University of Mustafa Kemal, Hatay, Turkey",36.333333333333336,36.18333333333333,Y,Incubator,,,Filter paper,Petri,8 cm,3,100,30,N,21,4,Cold,Y,NA,NA,N,0,25,25,25,25,111,300
TBMF,Ficus carica,Ficus carica,Moraceae,"Çalişkan, O., et al. (2012). ""Influences of presowing treatments on the germination and emergence of fig seeds (Ficus carica L.)."" Acta Scientiarum. Agronomy 34(3): 293-297.",2009,Turkey,"cv. Bursa Siyahi, University of Mustafa Kemal, Hatay, Turkey",36.333333333333336,36.18333333333333,Y,Incubator,,,Filter paper,Petri,8 cm,3,100,30,N,21,4,Cold,Y,NA,NA,N,0,25,25,25,25,33,300
TBMF,Ficus carica,Ficus carica,Moraceae,"Çalişkan, O., et al. (2012). ""Influences of presowing treatments on the germination and emergence of fig seeds (Ficus carica L.)."" Acta Scientiarum. Agronomy 34(3): 293-297.",2009,Turkey,"cv. Sarilop, University of Mustafa Kemal, Hatay, Turkey",36.333333333333336,36.18333333333333,Y,Incubator,,,Filter paper,Petri,8 cm,3,100,30,N,0,None,None,N,NA,NA,N,0,25,25,25,25,285,300
TBMF,Quercus ilex,Quercus ilex,Fagaceae,"Caliskan, S. (2014). ""Germination and seedling growth of holm oak (Quercus ilex L.): effects of provenance, temperature, and radicle pruning."" iForest - Biogeosciences and Forestry 7(2): 103-109.",2013,Turkey,"Aydin, Turkey",37.65,27.083333333333332,N,Incubator,,,Sand,Tray,18 x 11 x 4.5 cm,5,20,30,N,0,None,None,N,NA,NA,Y,10,20,10,15,15,73,100
TBMF,Quercus ilex,Quercus ilex,Fagaceae,"Caliskan, S. (2014). ""Germination and seedling growth of holm oak (Quercus ilex L.): effects of provenance, temperature, and radicle pruning."" iForest - Biogeosciences and Forestry 7(2): 103-109.",2013,Turkey,"Mugla, Turkey",36.71666666666667,27.533333333333335,N,Incubator,,,Sand,Tray,18 x 11 x 4.5 cm,5,20,30,N,0,None,None,N,NA,NA,N,0,20,20,20,20,60,100
TBMF,Quercus ilex,Quercus ilex,Fagaceae,"Caliskan, S. (2014). ""Germination and seedling growth of holm oak (Quercus ilex L.): effects of provenance, temperature, and radicle pruning."" iForest - Biogeosciences and Forestry 7(2): 103-109.",2013,Turkey,"Sinop, Turkey",40.016666666666666,35,N,Incubator,,,Sand,Tray,18 x 11 x 4.5 cm,5,20,30,N,0,None,None,N,NA,NA,N,0,20,20,20,20,81,100
TBMF,Quercus ilex,Quercus ilex,Fagaceae,"Caliskan, S. (2014). ""Germination and seedling growth of holm oak (Quercus ilex L.): effects of provenance, temperature, and radicle pruning."" iForest - Biogeosciences and Forestry 7(2): 103-109.",2013,Turkey,"Mugla, Turkey",36.71666666666667,27.533333333333335,N,Incubator,,,Sand,Tray,18 x 11 x 4.5 cm,5,20,30,N,0,None,None,N,NA,NA,Y,10,20,10,15,15,68,100
TBMF,Quercus ilex,Quercus ilex,Fagaceae,"Caliskan, S. (2014). ""Germination and seedling growth of holm oak (Quercus ilex L.): effects of provenance, temperature, and radicle pruning."" iForest - Biogeosciences and Forestry 7(2): 103-109.",2013,Turkey,"Canakkale, Turkey",40.166666666666664,25.833333333333332,N,Incubator,,,Sand,Tray,18 x 11 x 4.5 cm,5,20,30,N,0,None,None,N,NA,NA,N,0,20,20,20,20,30,100
TBMF,Quercus ilex,Quercus ilex,Fagaceae,"Caliskan, S. (2014). ""Germination and seedling growth of holm oak (Quercus ilex L.): effects of provenance, temperature, and radicle pruning."" iForest - Biogeosciences and Forestry 7(2): 103-109.",2013,Turkey,"Canakkale, Turkey",40.166666666666664,25.833333333333332,N,Incubator,,,Sand,Tray,18 x 11 x 4.5 cm,5,20,30,N,0,None,None,N,NA,NA,Y,10,20,10,15,15,41,100
TBMF,Quercus ilex,Quercus ilex,Fagaceae,"Caliskan, S. (2014). ""Germination and seedling growth of holm oak (Quercus ilex L.): effects of provenance, temperature, and radicle pruning."" iForest - Biogeosciences and Forestry 7(2): 103-109.",2013,Turkey,"Aydin, Turkey",37.65,27.083333333333332,N,Incubator,,,Sand,Tray,18 x 11 x 4.5 cm,5,20,30,N,0,None,None,N,NA,NA,N,0,20,20,20,20,70,100
TBMF,Quercus ilex,Quercus ilex,Fagaceae,"Caliskan, S. (2014). ""Germination and seedling growth of holm oak (Quercus ilex L.): effects of provenance, temperature, and radicle pruning."" iForest - Biogeosciences and Forestry 7(2): 103-109.",2013,Turkey,"Sinop, Turkey",40.016666666666666,35,N,Incubator,,,Sand,Tray,18 x 11 x 4.5 cm,5,20,30,N,0,None,None,N,NA,NA,Y,10,20,10,15,15,77,100
TBMF,Poa trivialis,Poa trivialis,Poaceae,"Camberato, J. J. M., S. B. (2004). ""Salinity slows germination of rough bluegrass."" Hortscience 39(2): 394-397.",2003,USA,"Several cultivars, Clemson University, South Carolina, USA",34.666666666666664,-82.83333333333333,Y,Incubator,,,Filter paper,Petri,9 cm,6,50,25,N,0,None,None,N,Y,12,Y,10,20,10,15,15,282,300
TBMF,Hypericum perforatum,Hypericum perforatum,Hypericaceae,"Campbell, M. H. (1985). ""Germination, emergence and seedling growth of Hypericum perforatum L."" Weed Research 25(4): 259-266.",1974,Australia,"Tuena, Australia",-34,149.3,Y,Incubator,,,,Petri,,5,100,48,N,0,None,None,N,Y,8,Y,10,30,20,23.333333333333332,25,325,500
TBMF,Hypericum perforatum,Hypericum perforatum,Hypericaceae,"Campbell, M. H. (1985). ""Germination, emergence and seedling growth of Hypericum perforatum L."" Weed Research 25(4): 259-266.",1974,Australia,"Tuena, Australia",-34,149.3,Y,Incubator,,,,Petri,,5,100,48,N,0,None,None,N,N,0,Y,10,30,20,25,25,285,500
TBMF,Pinus banksiana,Pinus banksiana,Pinaceae,"Campbell, R. A. D., Donald J. (1979). ""Laser activation of phytochrome-controlled germination in Pinusbanksiana."" Canadian Journal of Forest Research 9(4): 522-524.",1978,Canada,"Petawawa, Ontario, Canada",45.86666666666667,-77.3,Y,,,,,,,2,50,7,N,0,None,None,N,Y,24,N,0,25,25,25,25,95,100
TBMF,Pinus banksiana,Pinus banksiana,Pinaceae,"Campbell, R. A. D., Donald J. (1979). ""Laser activation of phytochrome-controlled germination in Pinusbanksiana."" Canadian Journal of Forest Research 9(4): 522-524.",1978,Canada,"Petawawa, Ontario, Canada",45.86666666666667,-77.3,Y,,,,,,,2,50,7,N,0,None,None,N,N,0,N,0,25,25,25,25,29,100
TBMF,Picea glauca,Picea glauca,Pinaceae,"Carles, S., et al. (2009). ""Genetic Variation in Seed Size and Germination Patterns and their Effect on White Spruce Seedling Characteristics."" Silvae Genetica 58(1-6): 152-161.",2001,Canada,"Cap Tourmente National Wildlife Reserve, Canada",47.06666666666667,-70.83333333333333,Y,Incubator,,,,Box,51 x 25 x 10 cm,42,100,28,N,21,4,Cold,Y,Y,16,Y,8,28,20,25.33333333333333,25,3518,4200
TCF,Larix occidentalis,Larix occidentalis,Pinaceae,"Carlson, C. E. (1994). ""Germination and early growth of western larch (Larixoccidentalis), alpine larch (Larixlyallii), and their reciprocal hybrids."" Canadian Journal of Forest Research 24(5): 911-916.",1991,USA,"Missoula, Montana, USA",46.86666666666667,-114,Y,Incubator,,,Peat and perlite,Tube,3.8 cm,7,30,30,N,30,1,Cold,Y,Y,16,N,0,28,28,27.999999999999996,30,103,210
TBMF,Picea glauca,Picea glauca,Pinaceae,"Caron, G. E. W., B. S. P.; Schooley, H. O. (1990). ""Effect of Tree Spacing, Cone Storage, and Prechilling on Germination of Picea glauca Seed."" The Forestry Chronicle 66(4): 388-392.",1984,Canada,"Petawawa, Ontario, Canada",46.083333333333336,-77.43333333333334,Y,Incubator,,,Kimpak,Box,51 x 25 x 10 cm,4,100,27,N,0,None,None,N,Y,8,Y,10,30,20,23.333333333333332,25,245,400
TBMF,Picea glauca,Picea glauca,Pinaceae,"Caron, G. E. W., B. S. P.; Schooley, H. O. (1990). ""Effect of Tree Spacing, Cone Storage, and Prechilling on Germination of Picea glauca Seed."" The Forestry Chronicle 66(4): 388-392.",1984,Canada,"Petawawa, Ontario, Canada",46.083333333333336,-77.43333333333334,Y,Incubator,,,Kimpak,Box,51 x 25 x 10 cm,4,100,27,N,42,3,Cold,Y,Y,8,Y,10,30,20,23.333333333333332,25,379,400
TBMF,Pinus sylvestris,Pinus sylvestris,Pinaceae,"Castoldi, E. and J. A. Molina (2014). ""Effect of seed mass and number of cotyledons on seed germination after heat treatment in Pinus sylvestris L. var. iberica Svob."" Forest Systems 23(3): 483-489.",2011,Spain,"Seed mass class I, Biological Field Station of the Complutense University, Madrid, Spain",40.9,-3.8666666666666667,Y,Incubator,,,Filter paper,Petri,,4,50,14,N,0,None,None,N,Y,24,N,0,22,22,22,20,116,200
TBMF,Pinus sylvestris,Pinus sylvestris,Pinaceae,"Castoldi, E. and J. A. Molina (2014). ""Effect of seed mass and number of cotyledons on seed germination after heat treatment in Pinus sylvestris L. var. iberica Svob."" Forest Systems 23(3): 483-489.",2011,Spain,"Seed mass class II, Biological Field Station of the Complutense University, Madrid, Spain",40.9,-3.8666666666666667,Y,Incubator,,,Filter paper,Petri,,4,50,14,N,0,None,None,N,Y,24,N,0,22,22,22,20,158,200
TBMF,Geum urbanum,Geum urbanum,Rosaceae,"Catana, R., et al. (2018). ""Effect of the storage at low temperatures on the germination and antioxidant activity of Geum urbanum seeds."" Romanian Biotechnological Letters 23(3): 13599-13606.",2015,Romania,Romania,45.75,24.816666666666666,Y,Incubator,,,Filter paper,Petri,,4,25,NA,N,28,4,Cold,Y,Y,16,N,0,25,25,24.999999999999996,25,68,100
TBMF,Geum urbanum,Geum urbanum,Rosaceae,"Catana, R., et al. (2018). ""Effect of the storage at low temperatures on the germination and antioxidant activity of Geum urbanum seeds."" Romanian Biotechnological Letters 23(3): 13599-13606.",2016,Romania,Romania,45.75,24.816666666666666,Y,Incubator,,,Filter paper,Petri,,4,25,NA,N,0,None,None,N,Y,16,N,0,25,25,24.999999999999996,25,46,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,14,5,Cold,Y,Y,12,N,0,20,20,20,20,0,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,0,None,None,N,Y,12,Y,10,35,25,30,30,17,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,0,None,None,N,Y,12,Y,10,40,30,35,35,6,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,0,None,None,N,Y,12,N,0,35,35,35,35,2,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,14,5,Cold,Y,N,0,Y,10,35,25,30,30,7,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,0,None,None,N,N,0,N,0,20,20,20,20,0,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,14,5,Cold,Y,N,0,N,0,30,30,30,30,4,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,0,None,None,N,N,0,Y,10,25,15,20,20,1,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,14,5,Cold,Y,Y,12,N,0,25,25,25,25,3,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,14,5,Cold,Y,N,0,N,0,25,25,25,25,3,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,0,None,None,N,Y,12,Y,10,30,20,25,25,6,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,0,None,None,N,N,0,Y,10,35,25,30,30,6,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,0,None,None,N,N,0,N,0,35,35,35,35,1,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,0,None,None,N,Y,12,N,0,20,20,20,20,0,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,14,5,Cold,Y,Y,12,N,0,30,30,30,30,6,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,14,5,Cold,Y,Y,12,N,0,35,35,35,35,15,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,14,5,Cold,Y,Y,12,Y,10,25,15,20,20,3,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,0,None,None,N,N,0,N,0,30,30,30,30,4,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,14,5,Cold,Y,N,0,N,0,20,20,20,20,0,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,14,5,Cold,Y,Y,12,Y,10,35,25,30,30,74,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,14,5,Cold,Y,N,0,Y,10,25,15,20,20,1,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,0,None,None,N,Y,12,Y,10,25,15,20,20,1,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,14,5,Cold,Y,N,0,Y,10,30,20,25,25,1,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,0,None,None,N,Y,12,N,0,25,25,25,25,3,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,0,None,None,N,N,0,Y,10,30,20,25,25,1,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,0,None,None,N,N,0,N,0,25,25,25,25,3,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,0,None,None,N,Y,12,N,0,30,30,30,30,6,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,14,5,Cold,Y,N,0,Y,10,40,30,35,35,0,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,14,5,Cold,Y,Y,12,Y,10,30,20,25,25,44,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,0,None,None,N,N,0,Y,10,40,30,35,35,0,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,14,5,Cold,Y,N,0,N,0,35,35,35,35,2,100
TBMF,Campsis radicans,Campsis radicans,Bignoniaceae,"Chachalis, D. R., Krishna N. (2000). ""Factors affectingCampsis radicansseed germination and seedling emergence."" Weed Science 48(2): 212-216.",1998,USA,"Southern Weed Science Research Unit farm in Stoneville, MS, USA",33.416666666666664,-90.9,Y,Incubator,,,Filter paper,Petri,,4,25,14,N,14,5,Cold,Y,Y,12,Y,10,40,30,35,35,15,100
TBMF,Camellia sinensis,Camellia sinensis,Theaceae,"Chen, H., et al. (2012). ""Post desiccation germination of mature seeds of tea (Camellia sinensis L.) can be enhanced by pro-oxidant treatment, but partial desiccation tolerance does not ensure survival at -20 degrees C."" Plant Sci 184: 36-44.",2010,China,"Puer, China",22.816666666666666,100.96666666666667,Y,Incubator,,,Agar,Petri,4 cm,4,15,61,N,0,None,None,N,Y,8,N,0,25,25,24.999999999999996,25,54,60
TBMF,Camellia sinensis,Camellia sinensis,Theaceae,"Chen, H., et al. (2012). ""Post desiccation germination of mature seeds of tea (Camellia sinensis L.) can be enhanced by pro-oxidant treatment, but partial desiccation tolerance does not ensure survival at -20 degrees C."" Plant Sci 184: 36-44.",2010,China,"Lincang, China",23.883333333333333,100.08333333333333,Y,Incubator,,,Agar,Petri,4 cm,4,15,61,N,0,None,None,N,Y,8,N,0,25,25,24.999999999999996,25,44,60
