Biome,Taxon,TPLName,Family,Reference,Year,Country,Population,Latitude,Longitude,Dry_storage,Setting,Sterilization,Nutrients,Substrate,Container_type,Container_size,Container_number,Number_per_container,Incubation_days,Scarification,Stratification_days,Stratification_temperature,Stratification_type,Stratification,Light,Photoperiod,Alternating,Tdif,Tmax,Tmin,Tmean,Temperature,Germinated,Number_seeds
TBMF,Stellaria nemorum,Stellaria nemorum,Caryophyllaceae,"Vandelook, F., et al. (2008). ""Environmental signals for seed germination reflect habitat adaptations in four temperate Caryophyllaceae."" Functional Ecology 22(3): 470-478.",2005,Belgium,"Anseremme, Belgium",50.233333333333334,4.9,N,Incubator,,,Filter paper,Petri,,3,50,14,N,112,23,Warm,Y,Y,12,N,0,23,23,23,25,123,150
TBMF,Stellaria nemorum,Stellaria nemorum,Caryophyllaceae,"Vandelook, F., et al. (2008). ""Environmental signals for seed germination reflect habitat adaptations in four temperate Caryophyllaceae."" Functional Ecology 22(3): 470-478.",2005,Belgium,"Anseremme, Belgium",50.233333333333334,4.9,N,Incubator,,,Filter paper,Petri,,3,50,14,N,0,None,None,N,N,0,Y,10,20,10,15,15,3,150
TBMF,Moehringia trinervia,Moehringia trinervia,Caryophyllaceae,"Vandelook, F., et al. (2008). ""Environmental signals for seed germination reflect habitat adaptations in four temperate Caryophyllaceae."" Functional Ecology 22(3): 470-478.",2005,Belgium,"Diest, Belgium",50.8,5.05,N,Incubator,,,Filter paper,Petri,,3,50,14,N,0,None,None,N,Y,12,N,0,10,10,10,10,0,150
TBMF,Stellaria holostea,Stellaria holostea,Caryophyllaceae,"Vandelook, F., et al. (2008). ""Environmental signals for seed germination reflect habitat adaptations in four temperate Caryophyllaceae."" Functional Ecology 22(3): 470-478.",2005,Belgium,"Diest, Belgium",50.8,5.05,N,Incubator,,,Filter paper,Petri,,3,50,14,N,0,None,None,N,N,0,N,0,23,23,23,25,2,150
TBMF,Stellaria holostea,Stellaria holostea,Caryophyllaceae,"Vandelook, F., et al. (2008). ""Environmental signals for seed germination reflect habitat adaptations in four temperate Caryophyllaceae."" Functional Ecology 22(3): 470-478.",2005,Belgium,"Diest, Belgium",50.8,5.05,N,Incubator,,,Filter paper,Petri,,3,50,14,N,0,None,None,N,N,0,Y,10,30,20,25,25,2,150
TBMF,Stellaria nemorum,Stellaria nemorum,Caryophyllaceae,"Vandelook, F., et al. (2008). ""Environmental signals for seed germination reflect habitat adaptations in four temperate Caryophyllaceae."" Functional Ecology 22(3): 470-478.",2005,Belgium,"Anseremme, Belgium",50.233333333333334,4.9,N,Incubator,,,Filter paper,Petri,,3,50,14,N,112,23,Warm,Y,N,0,Y,10,30,20,25,25,6,150
TBMF,Stellaria nemorum,Stellaria nemorum,Caryophyllaceae,"Vandelook, F., et al. (2008). ""Environmental signals for seed germination reflect habitat adaptations in four temperate Caryophyllaceae."" Functional Ecology 22(3): 470-478.",2005,Belgium,"Anseremme, Belgium",50.233333333333334,4.9,N,Incubator,,,Filter paper,Petri,,3,50,14,N,0,None,None,N,N,0,N,0,10,10,10,10,4,150
TBMF,Moehringia trinervia,Moehringia trinervia,Caryophyllaceae,"Vandelook, F., et al. (2008). ""Environmental signals for seed germination reflect habitat adaptations in four temperate Caryophyllaceae."" Functional Ecology 22(3): 470-478.",2005,Belgium,"Diest, Belgium",50.8,5.05,N,Incubator,,,Filter paper,Petri,,3,50,14,N,112,23,Warm,Y,N,0,Y,10,30,20,25,25,2,150
TBMF,Moehringia trinervia,Moehringia trinervia,Caryophyllaceae,"Vandelook, F., et al. (2008). ""Environmental signals for seed germination reflect habitat adaptations in four temperate Caryophyllaceae."" Functional Ecology 22(3): 470-478.",2005,Belgium,"Diest, Belgium",50.8,5.05,N,Incubator,,,Filter paper,Petri,,3,50,14,N,0,None,None,N,N,0,Y,10,20,10,15,15,0,150
TBMF,Moehringia trinervia,Moehringia trinervia,Caryophyllaceae,"Vandelook, F., et al. (2008). ""Environmental signals for seed germination reflect habitat adaptations in four temperate Caryophyllaceae."" Functional Ecology 22(3): 470-478.",2005,Belgium,"Diest, Belgium",50.8,5.05,N,Incubator,,,Filter paper,Petri,,3,50,14,N,112,23,Warm,Y,N,0,N,0,10,10,10,10,0,150
TBMF,Stellaria nemorum,Stellaria nemorum,Caryophyllaceae,"Vandelook, F., et al. (2008). ""Environmental signals for seed germination reflect habitat adaptations in four temperate Caryophyllaceae."" Functional Ecology 22(3): 470-478.",2005,Belgium,"Anseremme, Belgium",50.233333333333334,4.9,N,Incubator,,,Filter paper,Petri,,3,50,14,N,112,23,Warm,Y,N,0,N,0,10,10,10,10,0,150
TBMF,Stellaria nemorum,Stellaria nemorum,Caryophyllaceae,"Vandelook, F., et al. (2008). ""Environmental signals for seed germination reflect habitat adaptations in four temperate Caryophyllaceae."" Functional Ecology 22(3): 470-478.",2005,Belgium,"Anseremme, Belgium",50.233333333333334,4.9,N,Incubator,,,Filter paper,Petri,,3,50,14,N,112,23,Warm,Y,Y,12,N,0,10,10,10,10,58,150
TBMF,Stellaria nemorum,Stellaria nemorum,Caryophyllaceae,"Vandelook, F., et al. (2008). ""Environmental signals for seed germination reflect habitat adaptations in four temperate Caryophyllaceae."" Functional Ecology 22(3): 470-478.",2005,Belgium,"Anseremme, Belgium",50.233333333333334,4.9,N,Incubator,,,Filter paper,Petri,,3,50,14,N,0,None,None,N,N,0,Y,9,15,6,10.5,10,4,150
TBMF,Stellaria nemorum,Stellaria nemorum,Caryophyllaceae,"Vandelook, F., et al. (2008). ""Environmental signals for seed germination reflect habitat adaptations in four temperate Caryophyllaceae."" Functional Ecology 22(3): 470-478.",2005,Belgium,"Anseremme, Belgium",50.233333333333334,4.9,N,Incubator,,,Filter paper,Petri,,3,50,14,N,0,None,None,N,Y,12,Y,9,15,6,10.5,10,86,150
TBMF,Stellaria holostea,Stellaria holostea,Caryophyllaceae,"Vandelook, F., et al. (2008). ""Environmental signals for seed germination reflect habitat adaptations in four temperate Caryophyllaceae."" Functional Ecology 22(3): 470-478.",2005,Belgium,"Diest, Belgium",50.8,5.05,N,Incubator,,,Filter paper,Petri,,3,50,14,N,0,None,None,N,N,0,Y,10,20,10,15,15,2,150
TBMF,Moehringia trinervia,Moehringia trinervia,Caryophyllaceae,"Vandelook, F., et al. (2008). ""Environmental signals for seed germination reflect habitat adaptations in four temperate Caryophyllaceae."" Functional Ecology 22(3): 470-478.",2005,Belgium,"Diest, Belgium",50.8,5.05,N,Incubator,,,Filter paper,Petri,,3,50,14,N,0,None,None,N,Y,12,Y,10,20,10,15,15,3,150
TBMF,Aegopodium podagraria,Aegopodium podagraria,Apiaceae,"Vandelook, F., et al. (2009). ""Morphological and physiological dormancy in seeds of Aegopodium podagraria (Apiaceae) broken successively during cold stratification."" Seed Science Research 19(2): 115-123.",2007,Belgium,"Diest, Belgium",50.8,5.383333333333334,N,Incubator,,,Filter paper,Petri,10 cm,3,50,28,N,140,5,Cold,Y,Y,12,N,0,23,23,23,25,68,150
TBMF,Aegopodium podagraria,Aegopodium podagraria,Apiaceae,"Vandelook, F., et al. (2009). ""Morphological and physiological dormancy in seeds of Aegopodium podagraria (Apiaceae) broken successively during cold stratification."" Seed Science Research 19(2): 115-123.",2007,Belgium,"Diest, Belgium",50.8,5.383333333333334,N,Incubator,,,Filter paper,Petri,10 cm,3,50,28,N,0,None,None,N,Y,12,Y,10,20,10,15,15,0,150
TBMF,Aegopodium podagraria,Aegopodium podagraria,Apiaceae,"Vandelook, F., et al. (2009). ""Morphological and physiological dormancy in seeds of Aegopodium podagraria (Apiaceae) broken successively during cold stratification."" Seed Science Research 19(2): 115-123.",2007,Belgium,"Diest, Belgium",50.8,5.383333333333334,N,Incubator,,,Filter paper,Petri,10 cm,3,50,28,N,0,None,None,N,Y,12,N,0,10,10,10,10,0,150
TBMF,Aegopodium podagraria,Aegopodium podagraria,Apiaceae,"Vandelook, F., et al. (2009). ""Morphological and physiological dormancy in seeds of Aegopodium podagraria (Apiaceae) broken successively during cold stratification."" Seed Science Research 19(2): 115-123.",2007,Belgium,"Diest, Belgium",50.8,5.383333333333334,N,Incubator,,,Filter paper,Petri,10 cm,3,50,28,N,140,5,Cold,Y,Y,12,N,0,10,10,10,10,72,150
TBMF,Aegopodium podagraria,Aegopodium podagraria,Apiaceae,"Vandelook, F., et al. (2009). ""Morphological and physiological dormancy in seeds of Aegopodium podagraria (Apiaceae) broken successively during cold stratification."" Seed Science Research 19(2): 115-123.",2007,Belgium,"Diest, Belgium",50.8,5.383333333333334,N,Incubator,,,Filter paper,Petri,10 cm,3,50,28,N,140,5,Cold,Y,Y,12,Y,10,20,10,15,15,96,150
TBMF,Aegopodium podagraria,Aegopodium podagraria,Apiaceae,"Vandelook, F., et al. (2009). ""Morphological and physiological dormancy in seeds of Aegopodium podagraria (Apiaceae) broken successively during cold stratification."" Seed Science Research 19(2): 115-123.",2007,Belgium,"Diest, Belgium",50.8,5.383333333333334,N,Incubator,,,Filter paper,Petri,10 cm,3,50,28,N,0,None,None,N,Y,12,N,0,23,23,23,25,0,150
TBMF,Aegopodium podagraria,Aegopodium podagraria,Apiaceae,"Vandelook, F., et al. (2009). ""Morphological and physiological dormancy in seeds of Aegopodium podagraria (Apiaceae) broken successively during cold stratification."" Seed Science Research 19(2): 115-123.",2007,Belgium,"Diest, Belgium",50.8,5.383333333333334,N,Incubator,,,Filter paper,Petri,10 cm,3,50,28,N,140,5,Cold,Y,Y,12,Y,9,15,6,10.5,10,72,150
TBMF,Aegopodium podagraria,Aegopodium podagraria,Apiaceae,"Vandelook, F., et al. (2009). ""Morphological and physiological dormancy in seeds of Aegopodium podagraria (Apiaceae) broken successively during cold stratification."" Seed Science Research 19(2): 115-123.",2007,Belgium,"Diest, Belgium",50.8,5.383333333333334,N,Incubator,,,Filter paper,Petri,10 cm,3,50,28,N,0,None,None,N,Y,12,Y,9,15,6,10.5,10,0,150
TBMF,Aconitum lycoctonum,Aconitum lycoctonum,Ranunculaceae,"Vandelook, F., et al. (2009). ""The role of temperature in post-dispersal embryo growth and dormancy break in seeds of Aconitum lycoctonum L."" Flora - Morphology, Distribution, Functional Ecology of Plants 204(7): 536-542.",2006,Belgium,"Lesse river in Anseremme, Belgium",50.233333333333334,4.9,N,Incubator,,,Filter paper,Petri,,3,50,252,N,0,None,None,N,Y,12,N,0,5,5,5,5,147,150
TBMF,Aconitum lycoctonum,Aconitum lycoctonum,Ranunculaceae,"Vandelook, F., et al. (2009). ""The role of temperature in post-dispersal embryo growth and dormancy break in seeds of Aconitum lycoctonum L."" Flora - Morphology, Distribution, Functional Ecology of Plants 204(7): 536-542.",2006,Belgium,"Lesse river in Anseremme, Belgium",50.233333333333334,4.9,N,Incubator,,,Filter paper,Petri,,3,50,252,N,0,None,None,N,Y,12,Y,9,15,6,10.5,10,0,150
TBMF,Aconitum lycoctonum,Aconitum lycoctonum,Ranunculaceae,"Vandelook, F., et al. (2009). ""The role of temperature in post-dispersal embryo growth and dormancy break in seeds of Aconitum lycoctonum L."" Flora - Morphology, Distribution, Functional Ecology of Plants 204(7): 536-542.",2006,Belgium,"Lesse river in Anseremme, Belgium",50.233333333333334,4.9,N,Incubator,,,Filter paper,Petri,,3,50,252,N,0,None,None,N,Y,12,N,0,10,10,10,10,120,150
TBMF,Aconitum lycoctonum,Aconitum lycoctonum,Ranunculaceae,"Vandelook, F., et al. (2009). ""The role of temperature in post-dispersal embryo growth and dormancy break in seeds of Aconitum lycoctonum L."" Flora - Morphology, Distribution, Functional Ecology of Plants 204(7): 536-542.",2006,Belgium,"Lesse river in Anseremme, Belgium",50.233333333333334,4.9,N,Incubator,,,Filter paper,Petri,,3,50,252,N,0,None,None,N,Y,12,N,0,23,23,23,25,0,150
TBMF,Aconitum lycoctonum,Aconitum lycoctonum,Ranunculaceae,"Vandelook, F., et al. (2009). ""The role of temperature in post-dispersal embryo growth and dormancy break in seeds of Aconitum lycoctonum L."" Flora - Morphology, Distribution, Functional Ecology of Plants 204(7): 536-542.",2006,Belgium,"Lesse river in Anseremme, Belgium",50.233333333333334,4.9,N,Incubator,,,Filter paper,Petri,,3,50,252,N,0,None,None,N,Y,12,Y,10,20,10,15,15,0,150
TBMF,Betula pendula,Betula pendula,Betulaceae,"Vanhatalo, V., et al. (1996). ""Effect of prechilling on the dormancy of Betulapendula seeds."" Canadian Journal of Forest Research 26(7): 1203-1208.",1993,Finland,"Haapastensyrjä orchard, Finland",60.6,24.416666666666668,Y,Incubator,,,Filter paper,Petri,,2,50,28,N,0,None,None,N,Y,18,N,0,12,12,12,10,35,100
TBMF,Betula pendula,Betula pendula,Betulaceae,"Vanhatalo, V., et al. (1996). ""Effect of prechilling on the dormancy of Betulapendula seeds."" Canadian Journal of Forest Research 26(7): 1203-1208.",1993,Finland,"Haapastensyrjä orchard, Finland",60.6,24.416666666666668,Y,Incubator,,,Filter paper,Petri,,2,50,28,N,0,None,None,N,N,0,N,0,20,20,20,20,6,100
TBMF,Betula pendula,Betula pendula,Betulaceae,"Vanhatalo, V., et al. (1996). ""Effect of prechilling on the dormancy of Betulapendula seeds."" Canadian Journal of Forest Research 26(7): 1203-1208.",1993,Finland,"Haapastensyrjä orchard, Finland",60.6,24.416666666666668,Y,Incubator,,,Filter paper,Petri,,2,50,28,N,22,5,Cold,Y,N,0,N,0,30,30,30,30,97,100
TBMF,Betula pendula,Betula pendula,Betulaceae,"Vanhatalo, V., et al. (1996). ""Effect of prechilling on the dormancy of Betulapendula seeds."" Canadian Journal of Forest Research 26(7): 1203-1208.",1993,Finland,"Haapastensyrjä orchard, Finland",60.6,24.416666666666668,Y,Incubator,,,Filter paper,Petri,,2,50,28,N,0,None,None,N,N,0,N,0,10,10,10,10,0,100
TBMF,Betula pendula,Betula pendula,Betulaceae,"Vanhatalo, V., et al. (1996). ""Effect of prechilling on the dormancy of Betulapendula seeds."" Canadian Journal of Forest Research 26(7): 1203-1208.",1993,Finland,"Haapastensyrjä orchard, Finland",60.6,24.416666666666668,Y,Incubator,,,Filter paper,Petri,,2,50,28,N,22,5,Cold,Y,N,0,N,0,15,15,15,15,51,100
TBMF,Betula pendula,Betula pendula,Betulaceae,"Vanhatalo, V., et al. (1996). ""Effect of prechilling on the dormancy of Betulapendula seeds."" Canadian Journal of Forest Research 26(7): 1203-1208.",1993,Finland,"Haapastensyrjä orchard, Finland",60.6,24.416666666666668,Y,Incubator,,,Filter paper,Petri,,2,50,28,N,22,5,Cold,Y,N,0,N,0,25,25,25,25,99,100
TBMF,Betula pendula,Betula pendula,Betulaceae,"Vanhatalo, V., et al. (1996). ""Effect of prechilling on the dormancy of Betulapendula seeds."" Canadian Journal of Forest Research 26(7): 1203-1208.",1993,Finland,"Haapastensyrjä orchard, Finland",60.6,24.416666666666668,Y,Incubator,,,Filter paper,Petri,,2,50,28,N,0,None,None,N,N,0,N,0,30,30,30,30,77,100
TBMF,Betula pendula,Betula pendula,Betulaceae,"Vanhatalo, V., et al. (1996). ""Effect of prechilling on the dormancy of Betulapendula seeds."" Canadian Journal of Forest Research 26(7): 1203-1208.",1993,Finland,"Haapastensyrjä orchard, Finland",60.6,24.416666666666668,Y,Incubator,,,Filter paper,Petri,,2,50,28,N,22,5,Cold,Y,N,0,N,0,20,20,20,20,93,100
TBMF,Betula pendula,Betula pendula,Betulaceae,"Vanhatalo, V., et al. (1996). ""Effect of prechilling on the dormancy of Betulapendula seeds."" Canadian Journal of Forest Research 26(7): 1203-1208.",1993,Finland,"Haapastensyrjä orchard, Finland",60.6,24.416666666666668,Y,Incubator,,,Filter paper,Petri,,2,50,28,N,0,None,None,N,N,0,N,0,25,25,25,25,35,100
TBMF,Betula pendula,Betula pendula,Betulaceae,"Vanhatalo, V., et al. (1996). ""Effect of prechilling on the dormancy of Betulapendula seeds."" Canadian Journal of Forest Research 26(7): 1203-1208.",1993,Finland,"Haapastensyrjä orchard, Finland",60.6,24.416666666666668,Y,Incubator,,,Filter paper,Petri,,2,50,28,N,0,None,None,N,N,0,N,0,15,15,15,15,0,100
TBMF,Betula pendula,Betula pendula,Betulaceae,"Vanhatalo, V., et al. (1996). ""Effect of prechilling on the dormancy of Betulapendula seeds."" Canadian Journal of Forest Research 26(7): 1203-1208.",1993,Finland,"Haapastensyrjä orchard, Finland",60.6,24.416666666666668,Y,Incubator,,,Filter paper,Petri,,2,50,28,N,22,5,Cold,Y,N,0,N,0,10,10,10,10,0,100
TBMF,Betula pendula,Betula pendula,Betulaceae,"Vanhatalo, V., et al. (1996). ""Effect of prechilling on the dormancy of Betulapendula seeds."" Canadian Journal of Forest Research 26(7): 1203-1208.",1993,Finland,"Haapastensyrjä orchard, Finland",60.6,24.416666666666668,Y,Incubator,,,Filter paper,Petri,,2,50,28,N,42,5,Cold,Y,Y,18,N,0,12,12,12,10,97,100
TBMF,Salix alba,Salix alba,Salicaceae,"Vansplunder, I. C., H.; Voesenek, Lacj; Blom, Cwpm (1995). ""ESTABLISHMENT OF ALLUVIAL FOREST SPECIES IN FLOODPLAINS - THE ROLE OF DISPERSAL TIMING, GERMINATION CHARACTERISTICS AND WATER-LEVEL FLUCTUATIONS."" Acta Botanica Neerlandica 44(3): 269-278.",1994,Netherlands,"Nijmegen, Netherlands",51.86666666666667,6.116666666666667,N,Incubator,,,Filter paper,Petri,,5,40,3,N,0,None,None,N,Y,16,N,0,25,25,24.999999999999996,25,184,200
TBMF,Salix alba,Salix alba,Salicaceae,"Vansplunder, I. C., H.; Voesenek, Lacj; Blom, Cwpm (1995). ""ESTABLISHMENT OF ALLUVIAL FOREST SPECIES IN FLOODPLAINS - THE ROLE OF DISPERSAL TIMING, GERMINATION CHARACTERISTICS AND WATER-LEVEL FLUCTUATIONS."" Acta Botanica Neerlandica 44(3): 269-278.",1994,Netherlands,"Nijmegen, Netherlands",51.86666666666667,6.116666666666667,N,Incubator,,,Filter paper,Petri,,5,40,3,N,0,None,None,N,Y,16,N,0,20,20,20,20,194,200
TBMF,Salix alba,Salix alba,Salicaceae,"Vansplunder, I. C., H.; Voesenek, Lacj; Blom, Cwpm (1995). ""ESTABLISHMENT OF ALLUVIAL FOREST SPECIES IN FLOODPLAINS - THE ROLE OF DISPERSAL TIMING, GERMINATION CHARACTERISTICS AND WATER-LEVEL FLUCTUATIONS."" Acta Botanica Neerlandica 44(3): 269-278.",1994,Netherlands,"Nijmegen, Netherlands",51.86666666666667,6.116666666666667,N,Incubator,,,Filter paper,Petri,,5,40,3,N,0,None,None,N,Y,16,N,0,10,10,10,10,180,200
TBMF,Salix alba,Salix alba,Salicaceae,"Vansplunder, I. C., H.; Voesenek, Lacj; Blom, Cwpm (1995). ""ESTABLISHMENT OF ALLUVIAL FOREST SPECIES IN FLOODPLAINS - THE ROLE OF DISPERSAL TIMING, GERMINATION CHARACTERISTICS AND WATER-LEVEL FLUCTUATIONS."" Acta Botanica Neerlandica 44(3): 269-278.",1994,Netherlands,"Nijmegen, Netherlands",51.86666666666667,6.116666666666667,N,Incubator,,,Filter paper,Petri,,5,40,3,N,0,None,None,N,Y,16,N,0,15,15,15,15,190,200
TBMF,Salix alba,Salix alba,Salicaceae,"Vansplunder, I. C., H.; Voesenek, Lacj; Blom, Cwpm (1995). ""ESTABLISHMENT OF ALLUVIAL FOREST SPECIES IN FLOODPLAINS - THE ROLE OF DISPERSAL TIMING, GERMINATION CHARACTERISTICS AND WATER-LEVEL FLUCTUATIONS."" Acta Botanica Neerlandica 44(3): 269-278.",1994,Netherlands,"Nijmegen, Netherlands",51.86666666666667,6.116666666666667,N,Incubator,,,Filter paper,Petri,,5,40,3,N,0,None,None,N,Y,16,N,0,5,5,5,5,196,200
TBMF,Arbutus unedo,Arbutus unedo,Ericaceae,"Vasques, A., et al. (2014). ""The role of cold storage and seed source in the germination of three Mediterranean shrub species with contrasting dormancy types."" Annals of Forest Science 71(8): 863-872.",2009,Portugal,"Braga, Portugal",37.833333333333336,-8.666666666666666,Y,Incubator,,,,Petri,,5,30,98,N,70,4.5,Cold,Y,Y,16,N,0,20,20,20,20,4,150
TBMF,Arbutus unedo,Arbutus unedo,Ericaceae,"Vasques, A., et al. (2014). ""The role of cold storage and seed source in the germination of three Mediterranean shrub species with contrasting dormancy types."" Annals of Forest Science 71(8): 863-872.",2009,Portugal,"Coimbra, Portugal",40.233333333333334,-8.65,Y,Incubator,,,,Petri,,5,30,98,N,70,4.5,Cold,Y,Y,16,N,0,20,20,20,20,20,150
TBMF,Arbutus unedo,Arbutus unedo,Ericaceae,"Vasques, A., et al. (2014). ""The role of cold storage and seed source in the germination of three Mediterranean shrub species with contrasting dormancy types."" Annals of Forest Science 71(8): 863-872.",2009,Portugal,"Faro, Portugal",37.233333333333334,-8.8,Y,Incubator,,,,Petri,,5,30,98,N,70,4.5,Cold,Y,Y,16,N,0,20,20,20,20,34,150
TBMF,Arbutus unedo,Arbutus unedo,Ericaceae,"Vasques, A., et al. (2014). ""The role of cold storage and seed source in the germination of three Mediterranean shrub species with contrasting dormancy types."" Annals of Forest Science 71(8): 863-872.",2009,Portugal,"Faro, Portugal",37.233333333333334,-8.8,Y,Incubator,,,,Petri,,5,30,98,N,0,None,None,N,Y,16,N,0,20,20,20,20,38,150
TBMF,Arbutus unedo,Arbutus unedo,Ericaceae,"Vasques, A., et al. (2014). ""The role of cold storage and seed source in the germination of three Mediterranean shrub species with contrasting dormancy types."" Annals of Forest Science 71(8): 863-872.",2009,Portugal,"Coimbra, Portugal",40.233333333333334,-8.65,Y,Incubator,,,,Petri,,5,30,98,N,0,None,None,N,Y,16,N,0,20,20,20,20,6,150
TBMF,Arbutus unedo,Arbutus unedo,Ericaceae,"Vasques, A., et al. (2014). ""The role of cold storage and seed source in the germination of three Mediterranean shrub species with contrasting dormancy types."" Annals of Forest Science 71(8): 863-872.",2009,Portugal,"Braga, Portugal",37.833333333333336,-8.666666666666666,Y,Incubator,,,,Petri,,5,30,98,N,0,None,None,N,Y,16,N,0,20,20,20,20,0,150
TBMF,Erica cinerea,Erica cinerea,Ericaceae,"Vera, M. L. (1997). ""Effects of altitude and seed size on germination and seedling survival of heathland plants in North Spain."" Plant Ecology 133(1): 101-106.",1994,Spain,"Ptu San Isidro, Asturias, Spain",43.06666666666667,-5.383333333333334,Y,Incubator,,,,Petri,,6,50,365,N,0,None,None,N,Y,12,N,0,20,20,20,20,171,300
TBMF,Erica vagans,Erica vagans,Ericaceae,"Vera, M. L. (1997). ""Effects of altitude and seed size on germination and seedling survival of heathland plants in North Spain."" Plant Ecology 133(1): 101-106.",1994,Spain,"Ptu San Isidro, Asturias, Spain",43.06666666666667,-5.383333333333334,Y,Incubator,,,,Petri,,6,50,365,N,0,None,None,N,Y,12,N,0,20,20,20,20,264,300
TBMF,Calluna vulgaris,Calluna vulgaris,Ericaceae,"Vera, M. L. (1997). ""Effects of altitude and seed size on germination and seedling survival of heathland plants in North Spain."" Plant Ecology 133(1): 101-106.",1994,Spain,"Ptu San Isidro, Asturias, Spain",43.06666666666667,-5.383333333333334,Y,Incubator,,,,Petri,,6,50,365,N,0,None,None,N,Y,12,N,0,20,20,20,20,288,300
TBMF,Ribes triste,Ribes triste,Grossulariaceae,"Voronkova, N. and A. Holina (2011). ""Biologija prorastanija i kriohranenie semjan nekotoryh pisevyh i lekarstvennyh vidov rastenij Dalnego Vostoka Rossii."" Vestnik Krasnojarskogo gosudarstvennogo agrarnogo universiteta(9).",2010,Russia,"Bystrinsky, Kamchatka, Russia",55.61666666666667,158.25,Y,Incubator,,,,,,3,25,157,N,124,4.5,Cold,Y,NA,NA,Y,8,25,17,21,20,38,75
TBMF,Scrophularia nodosa,Scrophularia nodosa,Scrophulariaceae,"Vranckx, G. and F. Vandelook (2012). ""A season- and gap-detection mechanism regulates seed germination of two temperate forest pioneers."" Plant Biol (Stuttg) 14(3): 481-490.",2008,Belgium,"Meerdaalwoud, Leuven, Belgium",50.8,4.7,N,Incubator,,,Filter paper,Petri,,3,50,14,N,48,5,Cold,Y,N,0,N,0,10,10,10,10,0,150
TBMF,Scrophularia nodosa,Scrophularia nodosa,Scrophulariaceae,"Vranckx, G. and F. Vandelook (2012). ""A season- and gap-detection mechanism regulates seed germination of two temperate forest pioneers."" Plant Biol (Stuttg) 14(3): 481-490.",2008,Belgium,"Meerdaalwoud, Leuven, Belgium",50.8,4.7,N,Incubator,,,Filter paper,Petri,,3,50,14,N,0,None,None,N,Y,12,N,0,10,10,10,10,0,150
TBMF,Scrophularia nodosa,Scrophularia nodosa,Scrophulariaceae,"Vranckx, G. and F. Vandelook (2012). ""A season- and gap-detection mechanism regulates seed germination of two temperate forest pioneers."" Plant Biol (Stuttg) 14(3): 481-490.",2008,Belgium,"Meerdaalwoud, Leuven, Belgium",50.8,4.7,N,Incubator,,,Filter paper,Petri,,3,50,14,N,0,None,None,N,Y,12,Y,10,20,10,15,15,27,150
TBMF,Scrophularia nodosa,Scrophularia nodosa,Scrophulariaceae,"Vranckx, G. and F. Vandelook (2012). ""A season- and gap-detection mechanism regulates seed germination of two temperate forest pioneers."" Plant Biol (Stuttg) 14(3): 481-490.",2008,Belgium,"Meerdaalwoud, Leuven, Belgium",50.8,4.7,N,Incubator,,,Filter paper,Petri,,3,50,14,N,48,5,Cold,Y,Y,12,N,0,20,20,20,20,74,150
TBMF,Scrophularia nodosa,Scrophularia nodosa,Scrophulariaceae,"Vranckx, G. and F. Vandelook (2012). ""A season- and gap-detection mechanism regulates seed germination of two temperate forest pioneers."" Plant Biol (Stuttg) 14(3): 481-490.",2008,Belgium,"Meerdaalwoud, Leuven, Belgium",50.8,4.7,N,Incubator,,,Filter paper,Petri,,3,50,14,N,48,5,Cold,Y,N,0,N,0,20,20,20,20,0,150
TBMF,Scrophularia nodosa,Scrophularia nodosa,Scrophulariaceae,"Vranckx, G. and F. Vandelook (2012). ""A season- and gap-detection mechanism regulates seed germination of two temperate forest pioneers."" Plant Biol (Stuttg) 14(3): 481-490.",2008,Belgium,"Meerdaalwoud, Leuven, Belgium",50.8,4.7,N,Incubator,,,Filter paper,Petri,,3,50,14,N,0,None,None,N,Y,12,N,0,10,10,10,10,0,150
TBMF,Scrophularia nodosa,Scrophularia nodosa,Scrophulariaceae,"Vranckx, G. and F. Vandelook (2012). ""A season- and gap-detection mechanism regulates seed germination of two temperate forest pioneers."" Plant Biol (Stuttg) 14(3): 481-490.",2008,Belgium,"Meerdaalwoud, Leuven, Belgium",50.8,4.7,N,Incubator,,,Filter paper,Petri,,3,50,14,N,0,None,None,N,Y,12,Y,20,30,10,20,20,2,150
TBMF,Scrophularia nodosa,Scrophularia nodosa,Scrophulariaceae,"Vranckx, G. and F. Vandelook (2012). ""A season- and gap-detection mechanism regulates seed germination of two temperate forest pioneers."" Plant Biol (Stuttg) 14(3): 481-490.",2008,Belgium,"Meerdaalwoud, Leuven, Belgium",50.8,4.7,N,Incubator,,,Filter paper,Petri,,3,50,14,N,0,None,None,N,Y,12,Y,5,30,25,27.5,25,4,150
TBMF,Scrophularia nodosa,Scrophularia nodosa,Scrophulariaceae,"Vranckx, G. and F. Vandelook (2012). ""A season- and gap-detection mechanism regulates seed germination of two temperate forest pioneers."" Plant Biol (Stuttg) 14(3): 481-490.",2008,Belgium,"Meerdaalwoud, Leuven, Belgium",50.8,4.7,N,Incubator,,,Filter paper,Petri,,3,50,14,N,0,None,None,N,N,0,N,0,20,20,20,20,0,150
