ï..Taxon,TPLName,Family,Reference,Year,Country,Population,Latitude,Longitude,Dry_storage,Setting,Sterilization,Nutrients,Substrate,Container_type,Container_size,Container_number,Number_per_container,Incubation_days,Scarification,Stratification_days,Stratification_temperature,Stratification_type,Stratification,Light,Photoperiod,Alternating,Tdif,Tmax,Tmin,Tmean,Temperature,Germinated,Number_seeds
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,N,0,N,0,11,11,11,10,38,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,5,Cold,Y,Y,24,N,0,23,23,23,25,2,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,23,23,23,25,0,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,17,17,17,15,18,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,N,0,N,0,17,17,17,15,36,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,26,26,26,25,2,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,N,0,N,0,29,29,29,30,40,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,20,20,20,20,8,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,0,Cold,Y,Y,24,N,0,17,17,17,15,16,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,23,23,23,25,40,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,26,26,26,25,0,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,5,Cold,Y,N,0,N,0,14,14,14,15,40,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,N,0,N,0,23,23,23,25,39,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,0,Cold,Y,N,0,N,0,26,26,26,25,0,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,14,14,14,15,28,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,29,29,29,30,38,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,11,11,11,10,24,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,11,11,11,10,32,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,17,17,17,15,26,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,17,17,17,15,32,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,N,0,N,0,26,26,26,25,22,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,17,17,17,15,2,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,0,Cold,Y,N,0,N,0,29,29,29,30,0,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,N,0,N,0,20,20,20,20,40,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,Y,24,N,0,14,14,14,15,36,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,23,23,23,25,10,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,26,26,26,25,0,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,5,Cold,Y,N,0,N,0,29,29,29,30,0,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,Y,24,N,0,29,29,29,30,0,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,5,Cold,Y,N,0,N,0,26,26,26,25,5,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,Y,24,N,0,17,17,17,15,38,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,26,26,26,25,2,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,29,29,29,30,0,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,Y,24,N,0,23,23,23,25,31,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,29,29,29,30,0,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,11,11,11,10,0,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,14,14,14,15,28,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,N,0,N,0,14,14,14,15,38,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,23,23,23,25,1,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,5,Cold,Y,N,0,N,0,17,17,17,15,34,40
Sanguisorba minor,Sanguisorba minor,Rosaceae,"Oliveira, G., et al. (2012). ""Testing Germination of Species for Hydroseeding Degraded Mediterranean Areas."" Restoration Ecology 20(5): 623-630.",2005,Portugal,"Non-local suppliers, Outao, Serra da Arrabida, Portugal",38.483333333333334,-8.933333333333334,Y,Incubator,,,Filter paper,Petri,9 cm,4,10,32,N,0,None,None,N,Y,16,Y,7,25,18,22.666666666666664,25,24,40
Lotus corniculatus,Lotus corniculatus,Leguminosae,"Oliveira, G., et al. (2012). ""Testing Germination of Species for Hydroseeding Degraded Mediterranean Areas."" Restoration Ecology 20(5): 623-630.",2005,Portugal,"Non-local suppliers, Outao, Serra da Arrabida, Portugal",38.483333333333334,-8.933333333333334,Y,Incubator,,,Filter paper,Petri,9 cm,4,25,32,N,0,None,None,N,Y,16,Y,7,25,18,22.666666666666664,25,82,100
Dactylis glomerata,Dactylis glomerata,Poaceae,"Oliveira, G., et al. (2012). ""Testing Germination of Species for Hydroseeding Degraded Mediterranean Areas."" Restoration Ecology 20(5): 623-630.",2005,Portugal,"Non-local suppliers, Outao, Serra da Arrabida, Portugal",38.483333333333334,-8.933333333333334,Y,Incubator,,,Filter paper,Petri,9 cm,4,25,32,N,0,None,None,N,Y,16,Y,7,25,18,22.666666666666664,25,67,100
Prunella vulgaris,Prunella vulgaris,Lamiaceae,"Oomes, M. J. M. E., W. Th (1976). ""Germination of Six Grassland Herbs in Microsites with Different Water Contents."" The Journal of Ecology 64(2): 745-755.",1975,Netherlands,The Netherlands,52.11666666666667,4.833333333333333,Y,Greenhouse,,,Sand,Box,,2,100,14,N,0,None,None,N,Y,8,N,0,20,20,20,20,180,200
Pinus sylvestris,Pinus sylvestris,Pinaceae,"Ostroshenko, V. I. and V. V. Ostroshenko (2018). ""Influence of growth stimulators on germination energy and ability of scots pine seeds (Pinus Sylvestris L.)."" Research Journal of Pharmaceutical Biological and Chemical Sciences 9(1): 529-535.",2017,Russia,"Primorye Territory, Russia",43.5,133.9,NA,Incubator,,,Filter paper,Petri,,4,100,15,N,0,None,None,N,NA,NA,N,0,23,23,23,25,276,400
Quercus robur,Quercus robur,Fagaceae,"Ozbingol, N. (2005). ""Increasing acorn moisture content followed by freezing-storage enhances germination in pedunculate oak."" Forestry 78(1): 73-81.",2002,Netherlands,The Netherlands,52.05,5.3,N,Incubator,,,Cotton wool,Box,17 Ã— 10.5 Ã— 6 cm,4,30,45,N,0,None,None,N,Y,8,N,0,15,15,15,15,22,120
Dactylis glomerata,Dactylis glomerata,Poaceae,"Pannangpetch, K. and E. W. Bean (1984). ""Effects of Temperature on Germination in Populations of Dactylis glomerata from NW Spain and Central Italy."" Annals of Botany 53(5): 633-639.",1983,Spain,"Galicia, Spain",42.85,-7.9,Y,Incubator,,,Filter paper,Petri,,3,50,18,N,0,None,None,N,NA,NA,Y,5,25,20,22.5,20,135,150
Dactylis glomerata,Dactylis glomerata,Poaceae,"Pannangpetch, K. and E. W. Bean (1984). ""Effects of Temperature on Germination in Populations of Dactylis glomerata from NW Spain and Central Italy."" Annals of Botany 53(5): 633-639.",1983,Spain,"Galicia, Spain",42.85,-7.9,Y,Incubator,,,Filter paper,Petri,,3,50,18,N,0,None,None,N,NA,NA,N,0,25,25,25,25,76,150
Dactylis glomerata,Dactylis glomerata,Poaceae,"Pannangpetch, K. and E. W. Bean (1984). ""Effects of Temperature on Germination in Populations of Dactylis glomerata from NW Spain and Central Italy."" Annals of Botany 53(5): 633-639.",1983,Spain,"Galicia, Spain",42.85,-7.9,Y,Incubator,,,Filter paper,Petri,,3,50,18,N,0,None,None,N,NA,NA,Y,5,30,25,27.5,25,16,150
Dactylis glomerata,Dactylis glomerata,Poaceae,"Pannangpetch, K. and E. W. Bean (1984). ""Effects of Temperature on Germination in Populations of Dactylis glomerata from NW Spain and Central Italy."" Annals of Botany 53(5): 633-639.",1983,Spain,"Galicia, Spain",42.85,-7.9,Y,Incubator,,,Filter paper,Petri,,3,50,18,N,0,None,None,N,NA,NA,Y,5,15,10,12.5,10,138,150
Dactylis glomerata,Dactylis glomerata,Poaceae,"Pannangpetch, K. and E. W. Bean (1984). ""Effects of Temperature on Germination in Populations of Dactylis glomerata from NW Spain and Central Italy."" Annals of Botany 53(5): 633-639.",1983,Spain,"Galicia, Spain",42.85,-7.9,Y,Incubator,,,Filter paper,Petri,,3,50,18,N,0,None,None,N,NA,NA,N,0,15,15,15,15,136,150
