ï..Taxon,TPLName,Family,Reference,Year,Country,Population,Latitude,Longitude,Dry_storage,Setting,Sterilization,Nutrients,Substrate,Container_type,Container_size,Container_number,Number_per_container,Incubation_days,Scarification,Stratification_days,Stratification_temperature,Stratification_type,Stratification,Light,Photoperiod,Alternating,Tdif,Tmax,Tmin,Tmean,Temperature,Germinated,Number_seeds
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,23,23,23,25,0,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,14,14,14,15,25,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,14,14,14,15,14,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,N,0,N,0,17,17,17,15,38,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,5,Cold,Y,N,0,N,0,23,23,23,25,18,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,0,Cold,Y,N,0,N,0,20,20,20,20,32,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,29,29,29,30,0,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,5,Cold,Y,Y,24,N,0,26,26,26,25,2,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,20,20,20,20,40,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,0,Cold,Y,Y,24,N,0,20,20,20,20,12,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,0,Cold,Y,Y,24,N,0,26,26,26,25,0,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,N,0,N,0,20,20,20,20,36,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,5,Cold,Y,Y,24,N,0,14,14,14,15,30,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,0,Cold,Y,Y,24,N,0,11,11,11,10,7,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,26,26,26,25,0,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,0,Cold,Y,Y,24,N,0,23,23,23,25,4,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,14,14,14,15,26,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,0,Cold,Y,N,0,N,0,14,14,14,15,9,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,17,17,17,15,1,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,5,Cold,Y,Y,24,N,0,11,11,11,10,36,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,N,0,N,0,29,29,29,30,2,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,Y,24,N,0,20,20,20,20,34,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,11,11,11,10,0,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,N,0,N,0,26,26,26,25,40,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,0,Cold,Y,Y,24,N,0,14,14,14,15,8,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,0,Cold,Y,N,0,N,0,23,23,23,25,5,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,Y,24,N,0,17,17,17,15,39,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,0,Cold,Y,Y,24,N,0,29,29,29,30,0,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,17,17,17,15,14,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,20,20,20,20,0,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,20,20,20,20,28,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,23,23,23,25,4,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,20,20,20,20,7,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,17,17,17,15,0,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,29,29,29,30,40,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,14,14,14,15,27,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,23,23,23,25,0,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,Y,24,N,0,11,11,11,10,32,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,29,29,29,30,0,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,14,14,14,15,36,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,Y,24,N,0,26,26,26,25,8,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,5,Cold,Y,Y,24,N,0,20,20,20,20,15,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,Y,24,N,0,26,26,26,25,40,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,0,Cold,Y,N,0,N,0,17,17,17,15,25,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,20,20,20,20,0,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,Y,24,N,0,20,20,20,20,38,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,26,26,26,25,40,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,Y,24,N,0,23,23,23,25,40,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,26,26,26,25,40,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,14,14,14,15,23,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,0,Cold,Y,N,0,N,0,11,11,11,10,7,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,Y,24,N,0,11,11,11,10,36,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,5,Cold,Y,Y,24,N,0,29,29,29,30,0,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,26,26,26,25,0,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,11,11,11,10,16,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,29,29,29,30,0,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,N,0,N,0,23,23,23,25,40,40
Dioscorea nipponica,Dioscorea nipponica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Niigata, Japan",37.9,139.05,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,N,0,N,0,14,14,14,15,36,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,11,11,11,10,4,40
Dioscorea tokoro,Dioscorea tokoro,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,50,N,35,5,Cold,Y,Y,24,N,0,14,14,14,15,38,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,5,Cold,Y,N,0,N,0,11,11,11,10,38,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,17,17,17,15,2,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,Y,24,N,0,29,29,29,30,0,40
Dioscorea quinqueloba,Dioscorea quinquelobata,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1978,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,85,N,65,5,Cold,Y,N,0,N,0,20,20,20,20,31,40
Dioscorea japonica,Dioscorea japonica,Dioscoreaceae,"Okagami, N. K., Masashi (1982). ""Dormancy inDioscorea: Differences of temperature responses in seed germination among six Japanese species."" The Botanical Magazine Tokyo 95(2): 155-166.",1976,Japan,"Kagoshima, Japan",31.566666666666666,130.53333333333333,Y,Incubator,,,Cotton wool,Petri,9 cm,1,40,70,N,0,None,None,N,N,0,N,0,20,20,20,20,22,40
