"families","species","species.original","life.form","H","L","N","ellenberg.L","eduardo.mayor.L","eduardo.filled.L","ell_light_uk","ell_L_it","L1.fr","L2.fr","L.cz","L.land","ellenberg.H","eduardo.mayor.H","eduardo.filled.H","ell_H_uk","ell_H_it","H1.fr","H2.fr","H.cz","H.land","ellenberg.N","eduardo.mayor.N","eduardo.filled.N","ell_N_uk","ell_N_it","N1.fr","N2.fr","N.cz","N.land"
"Asteraceae","Hieracium_hanburyi","Hieracium_hanburyi","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_hesperium","Hieracium_hesperium","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_insigne","Hieracium_insigne","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_larigense","Hieracium_larigense","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_leptodon","Hieracium_leptodon","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_leyanum","Hieracium_leyanum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_macrocarpum","Hieracium_macrocarpum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_maculatum","Hieracium_maculatum","perennial",2,1,2,"5","NA","4","5","NA","6","NA","5","NA","5.333333333333333","NA","2","4","NA","5","NA","4","NA","2","NA","2","3","NA","3","NA","4","NA"
"Asteraceae","Hieracium_milesii","Hieracium_milesii","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_mundum","Hieracium_mundum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_nidense","Hieracium_nidense","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_orimeles","Hieracium_orimeles","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_pensum","Hieracium_pensum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_perscitum","Hieracium_perscitum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_portlandicum","Hieracium_portlandicum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_probum","Hieracium_probum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_pulchrius","Hieracium_pulchrius","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_radyrense","Hieracium_radyrense","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_rectulum","Hieracium_rectulum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_repandulare","Hieracium_repandulare","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_sabaudum","Hieracium_sabaudum","perennial",2,1,2,"5","3","3","NA","5","6","NA","5","3","5.333333333333333","2","2","NA","4","5","NA","5","2.5","2","1","1","NA","2","3","NA","4","3"
"Asteraceae","Hieracium_sannoxense","Hieracium_sannoxense","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_snowdoniense","Hieracium_snowdoniense","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_sparsifolium","Hieracium_sparsifolium","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_sparsifrons","Hieracium_sparsifrons","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_speluncarum","Hieracium_speluncarum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_stewartii","Hieracium_stewartii","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_subbritannicum","Hieracium_subbritannicum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_submutabile","Hieracium_submutabile","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hieracium_umbellatum","Hieracium_umbellatum","perennial",2,1,1,"6","4","4","NA","4","6","NA","7","3","5.333333333333333","2","2","4","5","5","NA","4","2.5","2","1","1","2.5","2","3","NA","3","2.5"
"Asteraceae","Hieracium_villosum","Hieracium_villosum","perennial",2,3,1,"9","NA","NA","NA","9","9","NA","9","4","6.666666666666667","NA","NA","NA","3","5","NA","5","3","3","NA","NA","NA","2","3","NA","3","2"
"Asteraceae","Hieracium_vulgatum","Hieracium_vulgatum","perennial",2,1,2,"NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA"
"Asteraceae","Hieracium_zygophorum","Hieracium_zygophorum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hymenonema_laconicum","Hymenonema_laconicum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hyoseris_lucida","Hyoseris_lucida","annual",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hypochaeris_glabra","Hypochaeris_glabra","perennial",1,3,1,"NA","NA","4","8.6666666669999994","NA","NA","9","9","4","NA","NA","2","3.3333333330000001","NA","NA","3","3","2","NA","NA","2","NA","NA","NA","1","2","2"
"Asteraceae","Hypochaeris_maculata","Hypochaeris_maculata","perennial",2,2,2,"NA","NA","NA","7.6666666670000003","NA","7","NA","8","3","NA","NA","NA","4","NA","NA","4","4","3","NA","NA","NA","NA","NA","3","NA","3","3"
"Asteraceae","Hypochaeris_oligocephala","Hypochaeris_oligocephala","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Hypochaeris_radicata","Hypochaeris_radicata","perennial",2,2,1,"NA","NA","4","NA","9","8","NA","8","4","NA","NA","3","4.6666666670000003","2","4","NA","5","2.5","NA","NA","2","NA","1","3.3333333333333299","NA","3","2"
"Asteraceae","Hypochaeris_robertia","Hypochaeris_robertia","perennial",2,3,1,"NA","NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA"
"Asteraceae","Inula_britannica","Inula_britannica","perennial",3,2,2,"8","NA","NA","NA","8","8","NA","8","3","9.3333333333333339","NA","NA","NA","7","8","NA","7","4","5","NA","NA","NA","3","6","NA","5","3"
"Asteraceae","Inula_candida","Inula_candida","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Inula_conyzae","Inula_conyzae","perennial",2,1,2,"NA","NA","NA","NA","NA","NA","NA","6","3","NA","NA","NA","3.6666666669999999","NA","NA","NA","4","2.5","NA","NA","NA","3","NA","NA","NA","3","3"
"Asteraceae","Inula_ensifolia","Inula_ensifolia","perennial",1,2,1,"NA","NA","NA","NA","9","NA","NA","8","3","NA","NA","NA","NA","2","NA","NA","3","1.5","NA","NA","NA","NA","2","NA","NA","3","2"
"Asteraceae","Inula_germanica","Inula_germanica","perennial",2,2,1,"8","NA","NA","NA","NA","NA","NA","8","4","4","NA","NA","NA","NA","NA","NA","3","2","2","NA","NA","NA","NA","NA","NA","3","2"
"Asteraceae","Inula_helenium","Inula_helenium","perennial",2,1,2,"7","NA","NA","7","7","7","NA","7","3","6.666666666666667","NA","NA","5","5","7","NA","5","3.5","5","NA","NA","NA","3","7","NA","6","4"
"Asteraceae","Inula_pseudolimonella","Inula_pseudolimonella","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Inula_verbascifolia","Inula_verbascifolia","perennial",1,3,1,"NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA"
"Asteraceae","Jurinea_albicaulis","Jurinea_albicaulis","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Jurinea_blanda","Jurinea_blanda","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Jurinea_cypria","Jurinea_cypria","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Lactuca_alpestris","Lactuca_alpestris","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Lactuca_muralis","Lactuca_muralis","perennial",2,1,3,"NA","NA","2","NA","NA","5","NA","NA","NA","NA","NA","3","NA","NA","5","NA","NA","NA","NA","NA","4","NA","NA","6","NA","NA","NA"
"Asteraceae","Lactuca_perennis","Lactuca_perennis","perennial",1,3,2,"9","5","5","NA","11","9","NA","9","5","2.6666666666666665","1","1","NA","2","4","NA","2","1.5","2","2","2","NA","2","5","NA","2","2"
"Asteraceae","Lactuca_quercina","Lactuca_quercina","perennial",2,1,2,"5","NA","NA","NA","5","6","NA","6","3","5.333333333333333","NA","NA","NA","3","4","NA","4","2","3","NA","NA","NA","2","4","NA","6","3"
"Asteraceae","Lactuca_saligna","Lactuca_saligna","annual",2,3,2,"9","NA","NA","NA","11","9","NA","8","4","5.333333333333333","NA","NA","4","4","4","NA","4","1","5","NA","NA","NA","4","5","NA","6","4"
"Asteraceae","Lactuca_serriola","Lactuca_serriola","perennial",2,3,2,"9","5","5","NA","9","7","NA","8","4","5.333333333333333","2","2","4.3333333329999997","4","4","NA","4","2","4","3","3","NA","4","6","NA","6","4"
"Asteraceae","Lactuca_virosa","Lactuca_virosa","annual",2,2,3,"7","4","4","8","9","7","NA","NA","3","5.333333333333333","1","1","4","4","4","NA","NA","2.5","7","4","4","7","4","7","NA","NA","4"
"Asteraceae","Lactuca_wilhelmsiana","Lactuca_wilhelmsiana","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Lamyropsis_cynaroides","Lamyropsis_cynaroides","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Lamyropsis_microcephala","Lamyropsis_microcephala","perennial",2,3,1,"NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA"
"Asteraceae","Laphangium_luteoalbum","Laphangium_luteoalbum","annual",3,3,2,"NA","NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA"
"Asteraceae","Lapsana_communis","Lapsana_communis","annual",2,1,3,"5","2","3.3333333330000001","5.5","5","4.3333333333333304","NA","5","3","6.666666666666667","3","3","4.6666666670000003","5","5","NA","5","3.25","7","4","4","NA","7","7","NA","7","4"
"Asteraceae","Lapsana_grandiflora","Lapsana_grandiflora","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Launaea_cervicornis","Launaea_cervicornis","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Leontodon_anomalus","Leontodon_anomalus","perennial",1,1,1,"NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA"
"Asteraceae","Leontodon_asperrimus","Leontodon_asperrimus","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Leontodon_autumnalis","Leontodon_autumnalis","perennial",2,2,2,"7","4","NA","8","7","NA","NA","NA","4","6.666666666666667","3","NA","6","5","NA","NA","NA","3","5","3","NA","4","5","NA","NA","NA","3"
"Asteraceae","Leontodon_hispidus","Leontodon_hispidus","perennial",2,2,2,"8","4","4","7.6666666670000003","8","NA","NA","7","4","6.666666666666667","3","3","4.6666666670000003","4","NA","NA","5","2.75","6","3","3","NA","3","NA","NA","6","2.5"
"Asteraceae","Leontodon_saxatilis","Leontodon_saxatilis","perennial",2,2,2,"8","NA","4","8","NA","NA","NA","NA","4","8","NA","2","5","NA","NA","NA","NA","2.5","5","NA","1.6666666670000001","NA","NA","NA","NA","NA","3"
"Asteraceae","Leontodon_tuberosus","Leontodon_tuberosus","perennial",2,3,2,"NA","NA","NA","NA","11","9","NA","NA","4","NA","NA","NA","NA","3","5","NA","NA","2.5","NA","NA","NA","NA","2","4","NA","NA","2"
"Asteraceae","Leontopodium_alpinum","Leontopodium_alpinum","perennial",2,3,1,"8","NA","NA","NA","NA","NA","NA","9","4","5.333333333333333","NA","NA","NA","NA","NA","NA","4","2","2","NA","NA","NA","NA","NA","NA","2","2"
"Asteraceae","Leucanthemopsis_alpina","Leucanthemopsis_alpina","perennial",3,2,1,"NA","NA","NA","NA","8","NA","NA","NA","5","NA","NA","NA","NA","7","NA","NA","NA","3","NA","NA","NA","NA","2","NA","NA","NA","2"
"Asteraceae","Leucanthemum_vulgare","Leucanthemum_vulgare","perennial",2,2,2,"7","NA","4","NA","7","8","NA","7","4","5.333333333333333","NA","2","4.3333333329999997","4","5","NA","5","2.5","3","NA","2.2000000000000002","NA","3","5","NA","5","3"
"Asteraceae","Limbarda_crithmoides","Limbarda_crithmoides","perennial",3,3,3,"NA","NA","NA","NA","11","8.6666666666666696","NA","NA","NA","NA","NA","NA","NA","7","6.6666666666666696","NA","NA","NA","NA","NA","NA","NA","5","7.6666666666666696","NA","NA","NA"
"Asteraceae","Matricaria_chamomilla","Matricaria_chamomilla","annual",2,2,3,"NA","NA","NA","NA","7","7","NA","7","4","NA","NA","NA","NA","6","5","NA","5","3","NA","NA","NA","NA","5","6","NA","6","4"
"Asteraceae","Matricaria_discoidea","Matricaria_discoidea","annual",2,3,3,"8","NA","4","NA","NA","8","NA","8","4","6.666666666666667","NA","3","5","NA","5","NA","5","3","8","NA","5","NA","NA","8","NA","7","4"
"Asteraceae","Matricaria_trichophylla","Matricaria_trichophylla","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Notobasis_syriaca","Notobasis_syriaca","annual",1,3,3,"NA","NA","NA","NA","11","8","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","NA","NA","NA","NA","NA","7","7","NA","NA","NA"
"Asteraceae","Onopordum_acanthium","Onopordum_acanthium","perennial",2,3,3,"9","NA","4.3333333329999997","8.6666666669999994","11","NA","NA","9","4","5.333333333333333","NA","2","4","4","NA","NA","4","2","8","NA","4","NA","8","NA","NA","8","5"
"Asteraceae","Pallenis_spinosa","Pallenis_spinosa","annual",1,2,2,"NA","4","4","NA","11","8","NA","NA","4","NA","1","1","NA","4","3","NA","NA","1","NA","2","2","NA","7","6","NA","NA","3"
"Asteraceae","Pericallis_appendiculata","Pericallis_appendiculata","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Petasites_hybridus","Petasites_hybridus","perennial",3,1,3,"7","NA","NA","6.6666666670000003","7","7","NA","7","3","10.666666666666666","NA","NA","7.5","8","7","NA","8","4","8","NA","NA","7.6666666670000003","8","8","NA","8","4"
"Asteraceae","Phagnalon_pygmaeum","Phagnalon_pygmaeum","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Phagnalon_saxatile","Phagnalon_saxatile","perennial",1,2,1,"NA","5","5","NA","7","NA","NA","NA","4","NA","1","1","NA","2","NA","NA","NA","1","NA","2","2","NA","1","NA","NA","NA","2"
"Asteraceae","Phagnalon_sordidum","Phagnalon_sordidum","perennial",1,1,1,"NA","NA","NA","NA","7","NA","NA","NA","4","NA","NA","NA","NA","2","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","2"
"Asteraceae","Picnomon_acarna","Picnomon_acarna","perennial",1,3,3,"NA","NA","NA","NA","11","8","NA","NA","5","NA","NA","NA","NA","2","3","NA","NA","1.5","NA","NA","NA","NA","7","7","NA","NA","4"
"Asteraceae","Picris_hieracioides","Picris_hieracioides","perennial",2,2,2,"8","4","4","NA","8","8","NA","8","4","5.333333333333333","2","2","4","4","3.5","NA","4","2.75","4","3","3","NA","4","7","NA","5","3"
"Asteraceae","Pilosella_flagellaris","Pilosella_flagellaris","perennial",2,3,2,"NA","NA","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","4","NA","4","NA","NA","NA","NA","NA","NA","4","NA","6","NA","NA","NA"
"Asteraceae","Pilosella_officinarum","Pilosella_officinarum","perennial",2,2,1,"NA","NA","4","7.3333333329999997","NA","NA","NA","7","NA","NA","NA","2","4","NA","NA","NA","4","NA","NA","NA","2","NA","NA","NA","NA","2","NA"
"Asteraceae","Pilosella_peleteriana","Pilosella_peleteriana","perennial",1,2,1,"NA","NA","NA","8","9","NA","NA","NA","NA","NA","NA","NA","3","4","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA"
"Asteraceae","Plagius_flosculosus","Plagius_flosculosus","perennial",3,3,3,"NA","NA","NA","NA","NA","9","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA"
"Asteraceae","Podospermum_laciniatum","Podospermum_laciniatum","perennial",1,2,2,"8","NA","NA","NA","7","8","NA","NA","NA","4","NA","NA","NA","3","4","NA","NA","NA","4","NA","NA","NA","5","6","NA","NA","NA"
"Asteraceae","Ptilostemon_casabonae","Ptilostemon_casabonae","perennial",1,3,2,"NA","NA","NA","NA","11","9","NA","NA","NA","NA","NA","NA","NA","2","4","NA","NA","NA","NA","NA","NA","NA","3","7","NA","NA","NA"
"Asteraceae","Ptilostemon_chamaepeuce","Ptilostemon_chamaepeuce","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Pulicaria_canariensis","Pulicaria_canariensis","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Pulicaria_dysenterica","Pulicaria_dysenterica","perennial",3,2,3,"8","4","4","NA","8","8","NA","8","4","9.3333333333333339","4","4","7","7","7","NA","7","4","5","4","4","NA","5","6","NA","6","3"
"Asteraceae","Pulicaria_vulgaris","Pulicaria_vulgaris","annual",3,3,3,"9","NA","NA","9","7","8","NA","9","4","10.666666666666666","NA","NA","8","7","8","NA","8","4","7","NA","NA","7","7","8","NA","7","5"
"Asteraceae","Reichardia_picroides","Reichardia_picroides","perennial",1,2,2,"NA","5","NA","NA","7","8","NA","NA","4","NA","2","NA","NA","3","3","NA","NA","1.5","NA","4","NA","NA","2","6","NA","NA","2"
"Asteraceae","Rhaponticum_coniferum","Rhaponticum_coniferum","perennial",2,3,1,"NA","NA","4","NA","NA","9","NA","NA","NA","NA","NA","1","NA","NA","6","NA","NA","NA","NA","NA","2","NA","NA","2","NA","NA","NA"
"Asteraceae","Santolina_chamaecyparissus","Santolina_chamaecyparissus","perennial",2,2,2,"NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2"
"Asteraceae","Santolina_corsica","Santolina_corsica","woody",1,3,2,"NA","NA","NA","NA","11","8","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","NA","NA","NA","NA","NA","1","5","NA","NA","NA"
"Asteraceae","Santolina_insularis","Santolina_insularis","woody",1,3,1,"NA","NA","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA"
"Asteraceae","Scolymus_hispanicus","Scolymus_hispanicus","perennial",1,3,3,"NA","NA","NA","NA","11","9","NA","NA","4","NA","NA","NA","NA","3","2","NA","NA","1","NA","NA","NA","NA","2","8","NA","NA","4"
"Asteraceae","Scorzonera_austriaca","Scorzonera_austriaca","perennial",1,1,1,"7","NA","NA","NA","7","NA","NA","8","3","4","NA","NA","NA","3","NA","NA","3","2","2","NA","NA","NA","2","NA","NA","2","2"
"Asteraceae","Scorzonera_humilis","Scorzonera_humilis","perennial",3,2,1,"7","4","4","NA","7","7","NA","7","3","9.3333333333333339","3","3","NA","6","6","NA","7","3.5","2","1","1","NA","2","4","NA","3","2"
"Asteraceae","Senecio_aquaticus","Senecio_aquaticus","perennial",3,2,2,"7","4","NA","NA","7","NA","NA","7","4","10.666666666666666","4","NA","8","8","NA","NA","8","4","5","2","NA","NA","5","NA","NA","4","3"
"Asteraceae","Senecio_erucifolius","Senecio_erucifolius","perennial",2,2,2,"8","NA","4","NA","7","NA","NA","7","4","4","NA","3","NA","3","NA","NA","5","2.5","4","NA","4","4.3333333329999997","4","NA","NA","4","3"
"Asteraceae","Senecio_fruticulosus","Senecio_fruticulosus","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Senecio_grandidentatus","Senecio_grandidentatus","perennial",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Asteraceae","Senecio_halleri","Senecio_halleri","perennial",2,3,2,"NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2"
"Asteraceae","Senecio_inaequidens","Senecio_inaequidens","annual",1,3,2,"8","NA","NA","8.5","9","8","NA","9","4","4","NA","NA","NA","2","2","NA","3","2","3","NA","NA","NA","1","5","NA","4","3"
"Asteraceae","Senecio_incanus","Senecio_incanus","perennial",2,2,1,"8","NA","NA","NA","8","NA","NA","NA","5","6.666666666666667","NA","NA","NA","5","NA","NA","NA","2","1","NA","NA","NA","1","NA","NA","NA","2"
